License Number,Business Name,DBA/Trade Name,Business Unique ID,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,Details,Contact Phone,Address Type,Building Number,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,ZIP Code,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude
0816759-DCA,"THE CARNEGIE GARAGE, LTD.",,BA-1525849-2022,Garage & Parking Lot,Premises,Active,03/27/1997,03/31/2025,Vehicle Capacity: 90; Bicycle Capacity: 9,9172612368,Complete Address,1675,3RD AVE,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1048916.0,1015397502.0,MN32,9000.0,154.0,40.78374,-73.950381
1460647-DCA,ENTERPRISE GOLD GARAGE LLC,,BA-1214957-2022,Garage & Parking Lot,Premises,Active,03/29/2013,03/31/2025,Vehicle Capacity: 122; Bicycle Capacity: 12,212-564-3199,Complete Address,306,GOLD STREET,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,35.0,3392968.0,3001337501.0,BK38,1007.0,15.0,40.69498,-73.983271
1071283-DCA,BRIAR HILL REALTY LLC,,BA-1121633-2022,Garage & Parking Lot,Premises,Active,01/24/2001,03/31/2025,Vehicle Capacity: 54; Bicycle Capacity: 5,7185489428,Complete Address,600,WEST  246 STREET,,,,,BRONX,NY,10471,Bronx,208.0,11.0,2091924.0,2059090825.0,BX22,2000.0,30701.0,40.89261,-73.910207
0984236-DCA,61 JANE PARKING CORP.,,BA-1108602-2022,Garage & Parking Lot,Premises,Active,05/06/1998,03/31/2025,Vehicle Capacity: 110; Bicycle Capacity: 11,2122436303,Complete Address,61,JANE STREET,,,,,MANHATTAN,NY,10014,Manhattan,102.0,3.0,1011645.0,1006260012.0,MN23,4004.0,79.0,40.73815,-74.005849
1182737-DCA,323 WEST 34TH STREET LLC,MEYERS PARKING,BA-1114085-2022,Garage & Parking Lot,Premises,Active,10/15/2004,03/31/2025,Vehicle Capacity: 450; Bicycle Capacity: 23,2124903460,Complete Address,323,W 34TH ST,,,,,NEW YORK,NY,10001,Manhattan,104.0,3.0,1013559.0,1007580025.0,MN13,1003.0,111.0,40.75257,-73.99433
1070441-DCA,EAST 72ND REALTY LLC,,BA-1208215-2022,Garage & Parking Lot,Premises,Active,12/29/2000,03/31/2025,Vehicle Capacity: 235; Bicycle Capacity: 20,212-650-0911,Complete Address,1365,YORK AVENUE,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1045849.0,1014670021.0,MN31,2000.0,124.0,40.76731,-73.95343
1461471-DCA,MP 25 I LLC,,BA-1463624-2022,Garage & Parking Lot,Premises,Active,04/05/2013,03/31/2025,Vehicle Capacity: 54; Bicycle Capacity: 5,2124903460,Complete Address,25,W 25TH ST,,,,,NEW YORK,NY,10010,Manhattan,105.0,3.0,1000000.0,1008270020.0,MN13,1005.0,58.0,40.74338,-73.98996
0692569-DCA,RIVERBAY CORPORATION,,BA-1552649-2022,Garage & Parking Lot,Premises,Active,04/17/1997,03/31/2025,Vehicle Capacity: 1361; Bicycle Capacity: 31,7183203391,Complete Address,99,DREISER LOOP,,,UNIT,,BRONX,NY,10475,Bronx,210.0,12.0,2097468.0,2051410500.0,BX13,3000.0,46201.0,40.87775,-73.828076
2020697-DCA,LOREN'S PARKING GARAGE CORPORATON,,BA-1356901-2022,Garage & Parking Lot,Premises,Expired,04/08/2015,03/31/2023,Vehicle Capacity: 43; Bicycle Capacity: 0,212-244-2332,Complete Address,4035,PARK AVE,,,,,BRONX,NY,10457,Bronx,203.0,15.0,2129351.0,2028980024.0,BX01,1020.0,165.0,40.84364,-73.901606
1040211-DCA,EDISON NY PARKING LLC,,BA-1258797-2022,Garage & Parking Lot,Premises,Active,08/14/2003,03/31/2025,Vehicle Capacity: 49; Bicycle Capacity: 0,2126315995,Complete Address,507,WEST   21 STREET,,,,,NEW YORK,NY,10011,Manhattan,104.0,3.0,1000000.0,1006930028.0,MN13,1034.0,99.0,40.7466,-74.005558
0429690-DCA,"MUTUAL PARKING, INC.",,BA-1419088-2022,Garage & Parking Lot,Premises,Active,04/14/1997,03/31/2025,Vehicle Capacity: 110; Bicycle Capacity: 11,2128887400,Complete Address,605,EAST   82 STREET,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1051381.0,1015900007.0,MN32,5003.0,136.0,40.77221,-73.946299
1323180-DCA,73RD STREET PARKING CORP.,,BA-1087081-2022,Garage & Parking Lot,Premises,Active,06/19/2009,03/31/2025,Vehicle Capacity: 65; Bicycle Capacity: 7,2127367171,Complete Address,1257,3 AVENUE,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1085193.0,1014270001.0,MN31,1001.0,126.0,40.77003,-73.960388
1422823-DCA,KAYLEE OPERATING LLC,,BA-1324117-2022,Garage & Parking Lot,Premises,Active,03/28/2012,03/31/2025,Vehicle Capacity: 66; Bicycle Capacity: 7,6469644323,Complete Address,148,MADISON STREET,,,,,NEW YORK,NY,10002,Manhattan,103.0,1.0,1084603.0,1002747502.0,MN27,6013.0,8.0,40.71241,-73.992991
1283348-DCA,PARKING SERVICES PLUS INC,,BA-1379293-2022,Garage & Parking Lot,Premises,Active,04/29/2008,03/31/2025,Vehicle Capacity: 5863; Bicycle Capacity: 76,5168254661,Complete Address,1,ORCHARD BEACH RD,,,,,BRONX,NY,10464,Bronx,228.0,13.0,2000000.0,2056500001.0,BX99,1029.0,504.0,40.86516,-73.802841
1222882-DCA,"50 EAST 79TH STREET CAR PARK, LLC",GGMC,BA-1104781-2022,Garage & Parking Lot,Premises,Active,04/06/2006,03/31/2025,Vehicle Capacity: 48; Bicycle Capacity: 0,2128790670,Complete Address,50,EAST   79 STREET,,,,,NEW YORK,NY,10075,Manhattan,108.0,4.0,1041883.0,1013930052.0,MN40,3000.0,142.0,40.7761,-73.961616
1420682-DCA,QUEENS WEST PARKING LLC,,BA-1444035-2022,Garage & Parking Lot,Premises,Active,02/29/2012,03/31/2025,Vehicle Capacity: 828; Bicycle Capacity: 26,2127143571,Complete Address,476,47 AVENUE,,,,,LONG ISLAND CITY,NY,11109,Queens,402.0,26.0,4534604.0,4000210060.0,QN31,1008.0,1.0,40.746,-73.955863
1356253-DCA,EAST 124 GARAGE CORP.,,BA-1246630-2022,Garage & Parking Lot,Premises,Active,05/27/2010,03/31/2025,Vehicle Capacity: 135; Bicycle Capacity: 14,2127367171,Complete Address,245,EAST  124 STREET,,,,,NEW YORK,NY,10035,Manhattan,111.0,8.0,1087552.0,1017890021.0,MN34,3009.0,242.0,40.80259,-73.935258
2037121-DCA,BUDHU PARKING LLC,,BA-1205248-2022,Garage & Parking Lot,Premises,Active,05/05/2016,03/31/2025,Vehicle Capacity: 42; Bicycle Capacity: 0,3472567955,Complete Address,14432,JAMAICA AVENUE,,,,,JAMAICA,NY,11435,Queens,412.0,24.0,4213863.0,4099850004.0,QN61,1005.0,212.0,40.70209,-73.810594
1312449-DCA,STELLMAR PARKING LLC,,BA-1561200-2022,Garage & Parking Lot,Premises,Active,03/26/2009,03/31/2025,Vehicle Capacity: 31; Bicycle Capacity: 0,212-879-8798,Complete Address,30,EAST   65 STREET,,,,,NEW YORK,NY,10065,Manhattan,108.0,4.0,1041091.0,1013790051.0,MN40,2001.0,122.0,40.76723,-73.968423
1379214-DCA,245 E. GARAGE CORP.,,BA-1105738-2022,Garage & Parking Lot,Premises,Active,12/20/2010,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,2127367171,Complete Address,245,EAST   63 STREET,,,,,NEW YORK,NY,10065,Manhattan,108.0,5.0,1043864.0,1014180021.0,MN31,1000.0,110.0,40.76362,-73.96371
1230416-DCA,MP 97 LLC,,BA-1462497-2022,Garage & Parking Lot,Premises,Active,12/17/2007,03/31/2025,Vehicle Capacity: 200; Bicycle Capacity: 20,212-490-3460,Complete Address,217,EAST   96 STREET,,,,,NEW YORK,NY,10128,Manhattan,111.0,8.0,1086570.0,1016467502.0,MN33,1002.0,15602.0,40.78475,-73.94825
1431627-DCA,AD PARKING INC.,,BA-1123198-2022,Garage & Parking Lot,Premises,Active,05/25/2012,03/31/2025,Vehicle Capacity: 180; Bicycle Capacity: 18,7189939003,Complete Address,1140,TIFFANY STREET,,,,,BRONX,NY,10459,Bronx,202.0,17.0,2117646.0,2027180017.0,BX35,1006.0,125.0,40.82685,-73.894946
1040945-DCA,1545 PARKING LLC,METRO PARKING,BA-1119870-2022,Garage & Parking Lot,Premises,Active,07/25/2000,03/31/2025,Vehicle Capacity: 250; Bicycle Capacity: 21,718-731-8253,Complete Address,1545,JEROME AVE,,,,,BRONX,NY,10452,Bronx,204.0,16.0,2115197.0,2028590051.0,BX63,1000.0,209.0,40.84356,-73.915322
1275883-DCA,CENTURY PARKING CORP.,,BA-1173178-2022,Garage & Parking Lot,Premises,Active,01/17/2008,03/31/2025,Vehicle Capacity: 706; Bicycle Capacity: 25,2127367171,Complete Address,2600,NETHERLAND AVENUE,,,,,BRONX,NY,10463,Bronx,208.0,11.0,2083247.0,2057220475.0,BX29,3002.0,29302.0,40.87874,-73.915679
1198454-DCA,"581 ST. JOHNS PLACE, LLC",,BA-1103120-2022,Garage & Parking Lot,Premises,Active,05/26/2005,03/31/2025,Vehicle Capacity: 18; Bicycle Capacity: 0,7188588426,Complete Address,581,SAINT JOHNS PLACE,,,,,BROOKLYN,NY,11238,Brooklyn,308.0,35.0,3330666.0,3011750080.0,BK61,1002.0,217.0,40.67282,-73.959213
1439248-DCA,SURF MANAGEMENT INC.,,BA-1541613-2022,Garage & Parking Lot,Premises,Active,05/29/2013,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,9175840383,Complete Address,1709,SURF AVE,,,,,BROOKLYN,NY,11224,Brooklyn,313.0,47.0,3189580.0,3070610027.0,BK21,1002.0,326.0,40.57528,-73.984708
1175838-DCA,182 E. 73RD GARAGE CORP.,,BA-1103124-2022,Garage & Parking Lot,Premises,Active,08/05/2004,03/31/2025,Vehicle Capacity: 73; Bicycle Capacity: 7,212-736-7171,Complete Address,182,E 73RD ST,,,,,NEW YORK,NY,10021,Manhattan,108.0,4.0,1042851.0,1014070041.0,MN40,5001.0,128.0,40.77068,-73.960713
1188527-DCA,30 GARAGE CORP.,,BA-1123414-2022,Garage & Parking Lot,Premises,Active,02/02/2005,03/31/2025,Vehicle Capacity: 51; Bicycle Capacity: 5,2127175247,Complete Address,30,EAST END AVENUE,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1050872.0,1015770027.0,MN32,6000.0,136.0,40.77158,-73.947231
0926755-DCA,EDISON NY PARKING LLC,,BA-1239438-2022,Garage & Parking Lot,Premises,Active,03/28/1997,03/31/2025,Vehicle Capacity: 67; Bicycle Capacity: 6,2122261981,Complete Address,375,LAFAYETTE ST,,,,,NEW YORK,NY,10003,Manhattan,102.0,2.0,1090745.0,1005310017.0,MN23,1000.0,5502.0,40.72738,-73.993553
1303954-DCA,PARK KWIK LLC,,BA-1447379-2022,Garage & Parking Lot,Premises,Active,11/10/2008,03/31/2025,Vehicle Capacity: 149; Bicycle Capacity: 15,7182222500,Complete Address,50,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3329425.0,3000370001.0,BK38,1009.0,21.0,40.70283,-73.989617
1435265-DCA,"WINDSOR NEW PARTNERS, LLC.",,BA-1495104-2022,Garage & Parking Lot,Premises,Active,06/22/2012,03/31/2025,Vehicle Capacity: 290; Bicycle Capacity: 21,2122886969,Complete Address,332,EAST   76 STREET,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1045154.0,1014500043.0,MN31,7000.0,134.0,40.77105,-73.955705
1073375-DCA,PARK SLOPE RENTAL CORP.,,BA-1408994-2022,Garage & Parking Lot,Premises,Active,02/21/2001,03/31/2025,Vehicle Capacity: 18; Bicycle Capacity: 0,917817-0242,Complete Address,142,9 STREET,,,,,BROOKLYN,NY,11215,Brooklyn,306.0,39.0,3000000.0,3010080014.0,BK37,2000.0,121.0,40.67224,-73.992657
0469630-DCA,395 PARKING CORP.,,BA-1076948-2022,Garage & Parking Lot,Premises,Active,03/25/1997,03/31/2025,Vehicle Capacity: 85; Bicycle Capacity: 9,2122269797,Complete Address,395,BROOME ST,,,,,NEW YORK,NY,10013,Manhattan,102.0,1.0,1066723.0,1004710011.0,MN24,5000.0,41.0,40.72062,-73.997157
1460642-DCA,ENTERPRISE 37 EAST PARKING LLC,,BA-1217528-2022,Garage & Parking Lot,Premises,Active,03/29/2013,03/31/2025,Vehicle Capacity: 60; Bicycle Capacity: 6,212-679-8414,Complete Address,415,EAST   37 STREET,,,,,NEW YORK,NY,10016,Manhattan,106.0,4.0,1076168.0,1009697501.0,MN19,1010.0,8601.0,40.74556,-73.971822
1146424-DCA,REGAL PARKING CORP.,,BA-1565315-2022,Garage & Parking Lot,Premises,Active,07/25/2003,03/31/2025,Vehicle Capacity: 180; Bicycle Capacity: 18,2127367171,Complete Address,9822,63RD DR,,,,,REGO PARK,NY,11374,Queens,406.0,29.0,4431968.0,4021000015.0,QN18,4002.0,71701.0,40.7311,-73.858327
1030045-DCA,"BATTERY PLACE CAR PARK, LLC",GGMC,BA-1113984-2022,Garage & Parking Lot,Premises,Active,03/29/2000,03/31/2025,Vehicle Capacity: 42; Bicycle Capacity: 0,2129966363,Complete Address,50,BATTERY PL,,,,,NEW YORK,NY,10280,Manhattan,101.0,1.0,1085938.0,1000160015.0,MN25,4001.0,31704.0,40.70628,-74.017904
0999760-DCA,"5060 AUTO SERVICE, INC.",,BA-1113988-2022,Garage & Parking Lot,Premises,Active,11/20/1998,03/31/2025,Vehicle Capacity: 70; Bicycle Capacity: 7,2125679504,Complete Address,4036,10TH AVE,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1081912.0,1022320018.0,MN01,1002.0,307.0,40.86966,-73.915137
0734552-DCA,JONAS BRONCK HOUSING COMPANY INC.,,BA-1277344-2022,Garage & Parking Lot,Premises,Active,03/20/1997,03/31/2025,Vehicle Capacity: 22; Bicycle Capacity: 0,7182995636,Complete Address,230,EAST  179 STREET,,,,,BRONX,NY,10457,Bronx,205.0,15.0,2007733.0,2028110003.0,BX41,2000.0,23502.0,40.85086,-73.903504
1435928-DCA,SRM FUEL CORP,,BA-1515931-2022,Garage & Parking Lot,Premises,Active,07/03/2012,03/31/2025,Vehicle Capacity: 13; Bicycle Capacity: 0,2129424351,Complete Address,3936,10TH AVE,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1064794.0,1022230034.0,MN01,1002.0,293.0,40.8665,-73.917455
1197266-DCA,100 WILLIAM GARAGE CORP.,,BA-1113002-2022,Garage & Parking Lot,Premises,Active,05/17/2005,03/31/2025,Vehicle Capacity: 43; Bicycle Capacity: 0,212-736-7171,Complete Address,72,JOHN STREET,,,,,NEW YORK,NY,10038,Manhattan,101.0,1.0,1001116.0,1000680036.0,MN25,1005.0,1502.0,40.7086,-74.007116
1328126-DCA,M&N GROUP PARKING INC,,BA-1448087-2022,Garage & Parking Lot,Premises,Active,08/04/2009,03/31/2025,Vehicle Capacity: 120; Bicycle Capacity: 12,917-470-5093,Complete Address,3158-60,JEROME AVENUE,,,,,BRONX,NY,10468,Bronx,207.0,11.0,2000000.0,2033220015.0,BX05,2000.0,411.0,40.87608,-73.888153
1345891-DCA,ELEVENTH AVENUE GARAGE CORP.,,BA-1221244-2022,Garage & Parking Lot,Premises,Active,02/18/2011,03/31/2025,Vehicle Capacity: 181; Bicycle Capacity: 18,212-736-7171,Complete Address,314,11TH AVE,,,,,NEW YORK,NY,10001,Manhattan,104.0,3.0,1088120.0,1007010062.0,MN13,1016.0,99.0,40.7531,-74.003923
1130687-DCA,165 EAST PARKING CORP.,,BA-1117196-2022,Garage & Parking Lot,Premises,Active,01/21/2003,03/31/2025,Vehicle Capacity: 59; Bicycle Capacity: 6,2127367171,Complete Address,165,EAST   72 STREET,,,,,NEW YORK,NY,10021,Manhattan,108.0,4.0,1042850.0,1014070033.0,MN40,5001.0,128.0,40.77013,-73.961497
1026543-DCA,GEM PARKING CORP.,,BA-1194152-2022,Garage & Parking Lot,Premises,Active,01/31/2000,03/31/2025,Vehicle Capacity: 35; Bicycle Capacity: 0,,Complete Address,2444,TIEBOUT AVENUE,,,,,BRONX,NY,10458,Bronx,205.0,15.0,2000000.0,2030220054.0,BX05,3001.0,39902.0,40.86033,-73.895537
0888537-DCA,SAFEWAY PARKING CORP.,,BA-1509868-2022,Garage & Parking Lot,Premises,Active,03/07/1997,03/31/2025,Vehicle Capacity: 56; Bicycle Capacity: 5,2124109603,Complete Address,345,EAST   86 STREET,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1050030.0,1015490018.0,MN32,6000.0,14602.0,40.77722,-73.950166
1460959-DCA,I.T. PALACE REAL ESTATE CORP.,,BA-1329899-2022,Garage & Parking Lot,Premises,Active,03/28/2013,03/31/2025,Vehicle Capacity: 200; Bicycle Capacity: 20,2125643199,Complete Address,200,EAST   69 STREET,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1043902.0,1014237501.0,MN31,2001.0,118.0,40.76775,-73.961892
0469515-DCA,12 GARAGE CORP.,,BA-1108232-2022,Garage & Parking Lot,Premises,Active,04/28/1997,03/31/2025,Vehicle Capacity: 38; Bicycle Capacity: 0,2127550717,Complete Address,12,BEEKMAN PLACE,,,,,NEW YORK,NY,10022,Manhattan,106.0,4.0,1040084.0,1013610039.0,MN19,4003.0,8603.0,40.7531,-73.964982
0926761-DCA,EDISON NY PARKING LLC,,BA-1210961-2022,Garage & Parking Lot,Premises,Active,03/28/1997,03/31/2025,Vehicle Capacity: 96; Bicycle Capacity: 10,2124636000,Complete Address,184,LUDLOW STREET,,,,,NEW YORK,NY,10002,Manhattan,103.0,1.0,,,MN27,1000.0,3001.0,40.7219,-73.987424
2018213-DCA,106 Mott Street Parking Corp,,BA-1113008-2022,Garage & Parking Lot,Premises,Active,02/11/2015,03/31/2025,Vehicle Capacity: 154; Bicycle Capacity: 15,2127419009,Complete Address,106,MOTT STREET,,,,,NEW YORK,NY,10013,Manhattan,102.0,1.0,1087278.0,1002047501.0,MN24,3002.0,41.0,40.71748,-73.997338
1450060-DCA,"ACCESS 37 PARKING, LLC",,BA-1077959-2022,Garage & Parking Lot,Premises,Expired,11/14/2012,03/31/2023,Vehicle Capacity: 166; Bicycle Capacity: 17,2126869800,Complete Address,404,W 37TH ST,,,,,NEW YORK,NY,10018,Manhattan,104.0,3.0,1087624.0,1007340037.0,MN13,3005.0,111.0,40.75538,-73.995145
1319642-DCA,TPEC 148 LLC,,BA-1562658-2022,Garage & Parking Lot,Premises,Active,05/26/2009,03/31/2025,Vehicle Capacity: 110; Bicycle Capacity: 11,2122348883,Complete Address,234,WEST  148 STREET,,,,,NEW YORK,NY,10039,Manhattan,110.0,9.0,1060546.0,1020337502.0,MN03,2000.0,234.0,40.82405,-73.93884
1248479-DCA,258-262 LAFAYETTE LLC,,BA-1072767-2022,Garage & Parking Lot,Premises,Active,02/14/2011,03/31/2025,Vehicle Capacity: 60; Bicycle Capacity: 6,9174162150,Complete Address,258,LAFAYETTE STREET,,,,,NEW YORK,NY,10012,Manhattan,102.0,1.0,1007548.0,1004960019.0,MN24,3003.0,43.0,40.72324,-73.99676
1262257-DCA,102 BRADHURST AVE. CORP.,,BA-1108512-2022,Garage & Parking Lot,Premises,Active,07/24/2007,03/31/2025,Vehicle Capacity: 41; Bicycle Capacity: 0,2127367171,Complete Address,102,BRADHURST AVENUE,,,,,NEW YORK,NY,10039,Manhattan,110.0,9.0,1087464.0,1020457502.0,MN03,1002.0,259.0,40.82473,-73.941813
1185862-DCA,58 EAST LLC,,BA-1130157-2022,Garage & Parking Lot,Premises,Active,12/06/2004,03/31/2025,Vehicle Capacity: 57; Bicycle Capacity: 5,2125643199,Complete Address,106,CENTRAL PARK SOUTH,,,,,NEW YORK,NY,10019,Manhattan,105.0,6.0,1069595.0,1010117502.0,MN17,1000.0,137.0,40.76587,-73.976715
1338875-DCA,MANHATTAN PARKING - GOLD CORP.,,BA-1424550-2022,Garage & Parking Lot,Premises,Active,11/16/2009,03/31/2025,Vehicle Capacity: 30; Bicycle Capacity: 0,2124903460,Complete Address,220,EAST   54 STREET,,,,,NEWYORK,NY,10022,Manhattan,106.0,4.0,1038567.0,1013270037.0,MN19,1000.0,98.0,40.75803,-73.968261
1251487-DCA,EDISON NY PARKING LLC,,BA-1216023-2022,Garage & Parking Lot,Premises,Active,04/05/2007,03/31/2025,Vehicle Capacity: 145; Bicycle Capacity: 8,2124636000,Complete Address,3976,10TH AVE,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1064880.0,1022300021.0,MN01,1002.0,303.0,40.86778,-73.916495
0926757-DCA,EDISON NY PARKING LLC,,BA-1260409-2022,Garage & Parking Lot,Premises,Active,03/31/1997,03/31/2025,Vehicle Capacity: 93; Bicycle Capacity: 9,2122261981,Complete Address,174,CENTRE ST,,,,,NEW YORK,NY,10013,Manhattan,102.0,1.0,1090743.0,1002070008.0,MN24,5005.0,41.0,40.71835,-73.999679
1441857-DCA,"EDISON NY PARKING, LLC",,BA-1200801-2022,Garage & Parking Lot,Premises,Active,08/21/2012,03/31/2025,Vehicle Capacity: 198; Bicycle Capacity: 20,3477285044,Complete Address,75,SCHERMERHORN ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3250390.0,3002690009.0,BK09,1005.0,9.0,40.69069,-73.990751
1461468-DCA,MP 25 III LLC,,BA-1409316-2022,Garage & Parking Lot,Premises,Active,04/08/2013,03/31/2025,Vehicle Capacity: 18; Bicycle Capacity: 0,2124903460,Complete Address,39,WEST   25 STREET,,,,,NEW YORK,NY,10010,Manhattan,105.0,3.0,1000000.0,1008270014.0,MN13,1005.0,58.0,40.7435,-73.990245
1036915-DCA,160 PARKING CORP.,,BA-1073214-2022,Garage & Parking Lot,Premises,Active,06/08/2000,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2127367171,Complete Address,160,EAST   65 STREET,,,,,MANHATTAN,NY,10021,Manhattan,108.0,4.0,1042369.0,1013990033.0,MN40,2001.0,120.0,40.76568,-73.964734
2006294-DCA,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,BA-1338472-2022,Garage & Parking Lot,Premises,Active,04/15/2014,03/31/2025,Vehicle Capacity: 140; Bicycle Capacity: 14,8605227641,Complete Address,175,KENT AVENUE,,,,,BROOKLYN,NY,11249,Brooklyn,301.0,33.0,3396768.0,3023497501.0,BK73,1010.0,555.0,40.7183,-73.963871
2034863-DCA,IMPARK 302 LLC,,BA-1275644-2022,Garage & Parking Lot,Premises,Active,03/23/2016,03/31/2025,Vehicle Capacity: 23; Bicycle Capacity: 0,212-937-8660,Complete Address,306,2 STREET,,,,,BROOKLYN,NY,11215,Brooklyn,306.0,39.0,3396017.0,3009747502.0,BK37,3001.0,135.0,40.67427,-73.984603
0366200-DCA,"ATTARA, PATRICIA & ATTARA, THERESA",PTA Parking,BA-1107514-2022,Garage & Parking Lot,Premises,Active,03/24/1997,03/31/2025,Vehicle Capacity: 30; Bicycle Capacity: 0,9177577792,Complete Address,165,PACIFIC STREET,,,,,BROOKLYN,NY,11201,Brooklyn,306.0,39.0,3000000.0,3002860046.0,BK33,1000.0,45.0,40.6894,-73.993996
1461923-DCA,BROOK PARK PARKING CORP,,BA-1128831-2022,Garage & Parking Lot,Premises,Active,04/11/2013,03/31/2025,Vehicle Capacity: 99; Bicycle Capacity: 10,9174705093,Complete Address,3030,NORTHERN BOULEVARD,,,,,ASTORIA,NY,11101,Queens,401.0,26.0,4003411.0,4002390060.0,QN31,1005.0,171.0,40.7512,-73.934402
1338636-DCA,HARL PARKING CORP.,,BA-1264630-2022,Garage & Parking Lot,Premises,Active,12/31/1900,03/31/2025,Vehicle Capacity: 152; Bicycle Capacity: 15,2129299404,Complete Address,1481,5 AVENUE,,,,,NEW YORK,NY,10035,Manhattan,111.0,9.0,1087768.0,1017467501.0,MN34,1009.0,198.0,40.80261,-73.944682
1352539-DCA,ANITA HOLDING LLC,,BA-1087777-2022,Garage & Parking Lot,Premises,Active,05/05/2010,03/31/2025,Vehicle Capacity: 297; Bicycle Capacity: 20,2125642111,Complete Address,9905,63 DRIVE,,,,,REGO PARK,NY,11374,Queens,406.0,24.0,4539430.0,4021117501.0,QN17,1001.0,721.0,40.73175,-73.856193
1464995-DCA,ENTERPRISE 24TH PARKING LLC,,BA-1199498-2022,Garage & Parking Lot,Premises,Active,05/16/2013,03/31/2025,Vehicle Capacity: 37; Bicycle Capacity: 0,2125643199,Complete Address,214,EAST   24 STREET,,,,,NEW YORK,NY,10010,Manhattan,106.0,2.0,1019781.0,1009040043.0,MN21,1000.0,64.0,40.73921,-73.982008
1148651-DCA,1020 PARKING LLC,,BA-1103921-2022,Garage & Parking Lot,Premises,Active,08/18/2003,03/31/2025,Vehicle Capacity: 286; Bicycle Capacity: 21,212-490-3460,Complete Address,1020,GRAND CONCOURSE,,,,,BRONX,NY,10451,Bronx,204.0,16.0,2002823.0,2024610094.0,BX14,3001.0,18301.0,40.90779400715857,-73.89263441563449
1097397-DCA,"STABLE CAR PARKING, INC.",,BA-1510456-2022,Garage & Parking Lot,Premises,Active,11/29/2001,03/31/2025,Vehicle Capacity: 135; Bicycle Capacity: 14,212-979-9815,Complete Address,614,W 153RD ST,,,,,NEW YORK,NY,10031,Manhattan,109.0,7.0,1062471.0,1020990040.0,MN04,3005.0,237.0,40.83178,-73.947545
2035160-DCA,UNI. FACILITY CORP,,BA-1565556-2022,Garage & Parking Lot,Premises,Active,03/29/2016,03/31/2025,Vehicle Capacity: 35; Bicycle Capacity: 0,2125755335,Complete Address,4070,BROADWAY,,,,,NEW YORK,NY,10032,Manhattan,112.0,10.0,1063461.0,1021410017.0,MN36,4001.0,253.0,40.84361,-73.939082
1260274-DCA,SILVER TOWERS GARAGE LLC,,BA-1550609-2022,Garage & Parking Lot,Premises,Active,06/29/2007,03/31/2025,Vehicle Capacity: 400; Bicycle Capacity: 22,2127143571,Complete Address,12510,QUEENS BOULEVARD,,,,,KEW GARDENS,NY,11415,Queens,409.0,29.0,4080169.0,4033607501.0,QN60,1012.0,216.0,40.71231,-73.826231
1384694-DCA,SURREY GARAGE CORP.,,BA-1538893-2022,Garage & Parking Lot,Premises,Active,03/14/2011,03/31/2025,Vehicle Capacity: 96; Bicycle Capacity: 10,2123551727,Complete Address,439,E 77TH ST,,,,,NEW YORK,NY,10075,Manhattan,108.0,5.0,1045989.0,1014720017.0,MN31,2001.0,132.0,40.77063,-73.952695
2030398-DCA,"YORKVILLE CAR PARK, LLC",,BA-1536834-2022,Garage & Parking Lot,Premises,Active,11/12/2015,03/31/2025,Vehicle Capacity: 301; Bicycle Capacity: 21,2129966363 X214,Complete Address,1635,3RD AVE,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1086172.0,1015377501.0,MN32,1001.0,154.0,40.78236,-73.95139
1368918-DCA,COURTESY PARKING LLC,,BA-1217787-2022,Garage & Parking Lot,Premises,Active,08/31/2010,03/31/2025,Vehicle Capacity: 73; Bicycle Capacity: 7,2129799815,Complete Address,283,E 164TH ST,,,,,BRONX,NY,10456,Bronx,204.0,16.0,2129536.0,2024320019.0,BX14,1003.0,173.0,40.82825,-73.916534
